PomeroyRank,Team,Conf,TeamID,Season,AdjEM,AdjO,AdjD,AdjT,Luck,SOSAdjEM,OppO,OppD,NCSOSAdjEM
130,South Carolina,SEC,1376,2011,3.2,101.2,98,67,0.01,5.82,106.9,101.1,-4.56
164,South Carolina,SEC,1376,2012,0.63,103.5,102.9,61.7,-0.069,5.9,105.5,99.6,-5.23
209,South Carolina,SEC,1376,2013,-3.58,101.7,105.3,65.2,0.028,-0.15,100.9,101,-10.35
112,South Carolina,SEC,1376,2014,5.3,107.5,102.2,65.4,-0.052,7.36,108.3,100.9,0.34
63,South Carolina,SEC,1376,2015,11.32,105.6,94.3,64.1,-0.048,8.15,108.3,100.1,0.34
80,South Carolina,SEC,1376,2018,9.91,105.6,95.7,68.7,0.003,9.63,109.9,100.3,0.89
255,South Carolina St.,MEAC,1354,2010,-8.88,97.4,106.2,68,0.029,-9.71,96.9,106.6,-1.77
327,South Carolina St.,MEAC,1354,2011,-19.21,91.7,110.9,66.3,-0.05,-9.9,98.3,108.2,-1.07
343,South Carolina St.,MEAC,1354,2012,-24.49,92.4,116.9,68.5,-0.029,-6.2,99.7,105.9,0.3
340,South Carolina St.,MEAC,1354,2013,-22.02,91.9,113.9,63.9,-0.015,-5.55,96.5,102.1,1.53
344,South Carolina St.,MEAC,1354,2014,-21.14,91.5,112.7,64.6,0.042,-6.65,100.2,106.9,2.17
331,South Carolina St.,MEAC,1354,2015,-18.69,90.4,109.1,64.1,0.05,-6.33,100,106.4,2.84
268,South Carolina St.,MEAC,1354,2016,-9.48,103.3,112.8,67.6,0.091,-8.11,99.6,107.7,4.25
336,South Carolina St.,MEAC,1354,2017,-19.47,99,118.5,68.3,0.067,-6.44,100.6,107.1,16.17
343,South Carolina St.,MEAC,1354,2018,-21.86,96.9,118.7,70.5,0.03,-8.97,100.1,109.1,4.47
58,South Carolina 1,SEC,1376,2016,12.87,109,96.2,70.1,0.06,4.58,107.2,102.6,-3.49
24,South Carolina 7,SEC,1376,2017,20.8,108.9,88.1,68.6,-0.005,10.63,110.2,99.5,1.93
247,South Dakota,GWC,1377,2010,-8.11,98.6,106.8,72.9,0.109,-12.57,95.3,107.9,0
288,South Dakota,GWC,1377,2011,-11.46,100.1,111.5,70.9,-0.031,-13.32,96.3,109.6,-7.07
283,South Dakota,Sum,1377,2012,-10.47,99,109.5,68,-0.016,-3.31,103.4,106.7,-7.48
251,South Dakota,Sum,1377,2013,-7.79,105.2,113,65.8,-0.082,-2.21,102.4,104.6,4.82
255,South Dakota,Sum,1377,2014,-7.13,101.7,108.9,65.5,0.024,0.55,105.8,105.2,3.4
219,South Dakota,Sum,1377,2015,-4.36,103.4,107.8,65.2,0.032,-3.12,103.1,106.3,-1.23
216,South Dakota,Sum,1377,2016,-4.96,106,111,70.5,0.057,0.52,105.5,105,1.56
81,South Dakota,Sum,1377,2018,9.85,109,99.2,70.9,-0.048,-2.97,104.7,107.6,-1.65
219,South Dakota St.,Sum,1355,2010,-5.15,105.5,110.6,66.9,-0.048,-4.98,100.3,105.2,2.69
110,South Dakota St.,Sum,1355,2011,5.39,115.9,110.5,67.2,-0.084,-4.03,102.6,106.7,-3.15
140,South Dakota St.,Sum,1355,2014,2.77,107,104.2,65.5,-0.003,-1.49,104.7,106.2,1.45
80,South Dakota St. 12,Sum,1355,2016,9.57,111.4,101.8,68.3,0.004,-0.23,104.6,104.8,1.91
78,South Dakota St. 12,Sum,1355,2018,10.2,113.8,103.6,70.5,0.097,-0.09,105.8,105.9,3.59
96,South Dakota St. 13,Sum,1355,2013,6.79,112,105.2,62.6,0.03,-3.31,102,105.3,4.11
61,South Dakota St. 14,Sum,1355,2012,11.62,113.7,102.1,64.8,0.03,-1.92,103.2,105.1,2.04
185,South Dakota St. 16,Sum,1355,2017,-1.19,110.2,111.4,67.2,0.029,-0.59,104.9,105.5,1.66
94,South Dakota St. 8,Sum,1355,2015,6.85,108.8,102,66.1,-0.006,-3.73,103,106.7,-1.28
143,South Dakota 8,Sum,1377,2017,1.48,104.2,102.7,70.7,0.066,-2.62,105.4,108.1,-1.86
129,South Florida,BE,1378,2011,3.34,103.7,100.4,61.1,-0.019,10.3,109.2,98.9,1.65
141,South Florida,BE,1378,2013,2.63,102.4,99.7,58.7,-0.007,7.52,105.8,98.3,-3.98
191,South Florida,Amer,1378,2014,-1.9,102.4,104.3,63.9,0.018,3.85,106.3,102.4,-6.07
274,South Florida,Amer,1378,2015,-9.02,99.2,108.3,63.7,-0.024,2,104.3,102.3,-0.91
238,South Florida,Amer,1378,2016,-6.49,98.3,104.8,66.7,-0.016,4.24,106.6,102.3,-1.41
292,South Florida,Amer,1378,2017,-11.28,96.4,107.7,68.8,-0.021,1.34,104.1,102.8,-7.82
279,South Florida,Amer,1378,2018,-10.45,98.8,109.3,64.6,-0.013,-1.73,103.6,105.3,-11.64
48,South Florida 12,BE,1378,2012,13.13,103.9,90.8,58.5,0.04,8.17,107.2,99,1.27
78,South Florida 3,BE,1378,2010,10.52,107.8,97.3,63.6,0.061,7.33,107.4,100.1,-2.58
313,Southeast Missouri St.,OVC,1369,2010,-16.14,90.7,106.8,66.6,-0.044,-3.4,101.7,105.1,-0.33
296,Southeast Missouri St.,OVC,1369,2011,-12.51,97.8,110.3,66.1,-0.02,-4.81,100.4,105.2,-3.85
229,Southeast Missouri St.,OVC,1369,2012,-5.46,105.5,110.9,64.6,-0.036,-5.86,100.3,106.2,-4.06
224,Southeast Missouri St.,OVC,1369,2013,-4.87,103.9,108.8,67,-0.033,-7.51,99.6,107.1,-7.71
226,Southeast Missouri St.,OVC,1369,2014,-5.22,108.4,113.7,69,-0.013,-8.06,101.9,110,-7.82
233,Southeast Missouri St.,OVC,1369,2015,-5.54,102.8,108.4,65.6,-0.061,-4.11,102.4,106.5,-3.94
340,Southeast Missouri St.,OVC,1369,2016,-19.25,91.2,110.5,70.8,-0.023,-3.15,103.9,107.1,0.62
228,Southeast Missouri St.,OVC,1369,2017,-5.87,103.4,109.3,68.6,-0.038,-4.43,103.2,107.6,-2.94
256,Southeast Missouri St.,OVC,1369,2018,-8.11,108.5,116.6,69.2,0.021,-4.53,101.7,106.2,-2.47
203,Southeastern Louisiana,Slnd,1368,2010,-3.09,100.9,104,66.5,-0.006,-6.53,99.2,105.7,-3.88
257,Southeastern Louisiana,Slnd,1368,2011,-8.49,98.8,107.3,64.6,0.066,-5.74,99.8,105.6,4.63
301,Southeastern Louisiana,Slnd,1368,2012,-13.46,86.5,99.9,63,0.011,-6.69,99.3,106,-4.72
285,Southeastern Louisiana,Slnd,1368,2013,-11.49,94,105.5,65,0.054,-3.01,100.1,103.1,8.47
312,Southeastern Louisiana,Slnd,1368,2014,-14.15,98.7,112.8,63.2,0.003,-8.51,101,109.5,0.22
306,Southeastern Louisiana,Slnd,1368,2015,-12.89,95.9,108.8,66.2,-0.098,-7.01,101.7,108.8,2.69
310,Southeastern Louisiana,Slnd,1368,2016,-14.46,98,112.4,68,-0.017,-8.09,100.3,108.4,4.92
231,Southeastern Louisiana,Slnd,1368,2017,-6.06,97.8,103.9,67.1,-0.054,-7.56,101,108.6,-3.61
199,Southeastern Louisiana 8,Slnd,1368,2018,-3.31,102.6,105.9,65.7,0.118,-5.11,101.6,106.7,1.12
345,Southern,SWAC,1380,2010,-26.71,83.9,110.6,68.5,-0.025,-12.58,93.3,105.9,2.34
345,Southern,SWAC,1380,2011,-30.44,82.3,112.7,64.6,-0.036,-11.29,94.8,106.1,6.37
314,Southern,SWAC,1380,2012,-16.73,90,106.7,63.4,0.113,-11.85,94,105.8,1.64
198,Southern,SWAC,1380,2014,-2.58,97.6,100.2,65.6,-0.035,-9.63,99.2,108.8,12.66
278,Southern,SWAC,1380,2015,-9.15,94,103.1,64.7,0.018,-8.39,99.1,107.5,10.1
326,Southern,SWAC,1380,2017,-15.7,97.9,113.6,68.5,0.038,-12.49,96.7,109.2,1.38
326,Southern,SWAC,1380,2018,-15.51,94.3,109.8,68,0.051,-11.24,98.1,109.3,6.62
123,Southern Illinois,MVC,1356,2010,5.14,106.1,101,66.2,-0.086,1.79,103.7,101.9,-5.92
213,Southern Illinois,MVC,1356,2011,-4.39,97,101.4,63.2,0.034,0.74,104.3,103.6,-3.32
222,Southern Illinois,MVC,1356,2012,-4.79,99.2,104,64.8,-0.05,4.14,104.9,100.7,-0.27
177,Southern Illinois,MVC,1356,2013,-0.73,102.7,103.4,61.6,0.046,3.67,104.6,100.9,-4.38
165,Southern Illinois,MVC,1356,2014,0.17,106.1,106,61.5,-0.061,0.3,104.9,104.6,-2.86
223,Southern Illinois,MVC,1356,2015,-4.79,98.8,103.6,62.2,-0.054,-0.87,103,103.9,-8.22
139,Southern Illinois,MVC,1356,2016,2.8,107.2,104.4,69.3,0.082,-2.93,101.5,104.4,-9.14
150,Southern Illinois,MVC,1356,2017,1.09,104.8,103.7,65.4,0.047,1.18,104.2,103,-2.95
135,Southern Illinois,MVC,1356,2018,2.82,106.1,103.3,66.6,0.073,1.27,104.5,103.3,-4.09
99,Southern Miss,CUSA,1379,2010,7.6,103.7,96.1,61,-0.051,2.64,103.4,100.8,-3.1
74,Southern Miss,CUSA,1379,2011,10.21,112,101.8,64.5,-0.025,1.6,103.7,102.1,-3.56
315,Southern Miss,CUSA,1379,2015,-13.78,97.3,111,62,0.038,0.08,103.6,103.5,0.77
305,Southern Miss,CUSA,1379,2016,-13.84,96.5,110.3,63.3,-0.019,-4.1,102.7,106.8,-0.84
325,Southern Miss,CUSA,1379,2017,-15.52,93,108.5,65.5,-0.032,-3.41,102.3,105.7,-3.6
206,Southern Miss,CUSA,1379,2018,-4.04,105.8,109.9,65.4,0.037,2.4,105.3,102.9,4.36
61,Southern Miss 1,CUSA,1379,2013,12.19,110.4,98.2,63.3,0.026,2.53,103.6,101.1,4.54
64,Southern Miss 3,CUSA,1379,2014,11.51,110.9,99.4,62.9,0.103,0.13,104.4,104.3,-0.66
68,Southern Miss 9,CUSA,1379,2012,10.83,111.2,100.4,63.8,0.041,4.41,104.7,100.3,2.32
324,Southern Utah,Sum,1381,2010,-19.47,89.8,109.3,66.2,-0.003,-3.85,101.6,105.5,2.25
260,Southern Utah,Sum,1381,2011,-8.93,100.6,109.5,66.3,-0.013,-3.05,104.1,107.2,-4.27
236,Southern Utah,Sum,1381,2012,-6.27,98.3,104.6,62.8,0.015,-2.77,104.7,107.5,-6.72
306,Southern Utah,BSky,1381,2013,-13.6,92.1,105.7,67.9,-0.001,-6.13,101.1,107.2,2.78
351,Southern Utah,BSky,1381,2014,-27.14,87.4,114.6,64.2,-0.049,-4.02,104.7,108.7,7.4
307,Southern Utah,BSky,1381,2015,-13.12,98.7,111.8,67.5,0.033,-5.57,103,108.5,-0.46
342,Southern Utah,BSky,1381,2016,-20.3,98.2,118.5,68.2,-0.055,-4.17,103.6,107.8,3.7
333,Southern Utah,BSky,1381,2017,-18.33,101.3,119.7,71.4,-0.014,-5.16,102.2,107.4,-1.35
252,Southern Utah,BSky,1381,2018,-7.74,102.2,110,71.7,0.062,-0.45,105.8,106.3,4.9
162,Southern 16,SWAC,1380,2013,0.5,99.3,98.8,63.4,-0.031,-11.47,95.2,106.7,4.12
229,Southern 16,SWAC,1380,2016,-5.75,100.5,106.3,68.9,0.04,-8.52,99.1,107.6,3.49
134,St. Bonaventure,A10,1382,2010,3.5,106.2,102.7,66.6,-0.018,3.57,103.6,100,1.02
151,St. Bonaventure,A10,1382,2011,1.85,106.6,104.7,62.8,0.029,1.62,104,102.3,-0.17
119,St. Bonaventure,A10,1382,2013,4.53,109.7,105.2,65.1,-0.04,3.71,105.9,102.2,-0.59
84,St. Bonaventure,A10,1382,2014,8.75,111.2,102.4,65.8,-0.066,4.2,106.9,102.7,-2.38
112,St. Bonaventure,A10,1382,2015,5.31,105.4,100.1,64.4,0.009,0.94,104.4,103.5,-6.08
91,St. Bonaventure,A10,1382,2017,7.23,109,101.8,68.8,-0.027,0.05,104.7,104.7,-4.39
89,St. Bonaventure 1,A10,1382,2016,8.63,113.7,105.1,68,-0.001,1.16,105.6,104.4,-4.24
68,St. Bonaventure 11,A10,1382,2018,11.21,110.8,99.5,69.4,0.078,2.8,107,104.2,1.17
60,St. Bonaventure 14,A10,1382,2012,11.78,110.6,98.9,63,-0.024,3.83,104.9,101.1,0.1
311,St. Francis NY,NEC,1383,2010,-15.76,89.8,105.5,63.7,0.046,-10.78,96.3,107.1,-4.71
205,St. Francis NY,NEC,1383,2011,-3.84,98.9,102.7,65.9,-0.016,-5.52,100.6,106.1,-5.89
217,St. Francis NY,NEC,1383,2012,-4.11,97.5,101.6,68.1,-0.027,-6.29,100.1,106.3,-5.63
222,St. Francis NY,NEC,1383,2013,-4.79,103.1,107.9,65.2,-0.068,-3.69,101.6,105.2,2.54
199,St. Francis NY,NEC,1383,2014,-2.65,98.9,101.5,65,0.006,-5.57,103.4,109,0.23
284,St. Francis NY,NEC,1383,2016,-11.23,93.9,105.2,65.8,0.011,-9.98,98.8,108.8,-3.22
346,St. Francis NY,NEC,1383,2017,-24.13,87.9,112.1,67.2,-0.037,-7.12,100.7,107.8,-1.44
313,St. Francis NY,NEC,1383,2018,-13.17,98.7,111.8,69.2,0.022,-7.33,101.1,108.4,-2.35
157,St. Francis NY 8,NEC,1383,2015,0.62,103.6,103,64.5,-0.02,-7.43,99.9,107.3,-4.21
314,St. Francis PA,NEC,1384,2010,-16.39,95.5,111.9,63.8,0.028,-8.66,97.2,105.8,-0.83
280,St. Francis PA,NEC,1384,2011,-10.57,99.6,110.1,64.9,-0.016,-2.3,101.5,103.8,2.79
309,St. Francis PA,NEC,1384,2012,-15.24,95.3,110.5,63,-0.049,-3.55,101.9,105.4,4.36
330,St. Francis PA,NEC,1384,2013,-19.29,93.4,112.7,62.2,0.034,-3.89,102.6,106.5,2.3
314,St. Francis PA,NEC,1384,2014,-14.76,96.4,111.1,61.1,0.038,-4.54,103.4,107.9,-1.38
221,St. Francis PA,NEC,1384,2015,-4.58,99.8,104.4,62.7,0.018,-4.1,102,106.1,3.61
299,St. Francis PA,NEC,1384,2016,-13.05,100.4,113.4,66.1,0.014,-9.55,99.4,108.9,-0.83
254,St. Francis PA,NEC,1384,2017,-7.61,102.1,109.7,70.3,-0.001,-7.98,100.1,108,-1.18
214,St. Francis PA,NEC,1384,2018,-4.86,106.4,111.2,68.2,0.039,-7.41,101.3,108.7,2.45
157,St. John's,BE,1385,2012,1.2,103.9,102.7,66.2,0.033,7.19,106.7,99.5,-2.66
211,St. John's,BE,1385,2016,-4.4,97.8,102.2,72.1,-0.023,8.46,109,100.5,-4.04
99,St. John's,BE,1385,2017,6.26,109,102.7,73.3,-0.039,9.18,109.6,100.4,-2.77
74,St. John's,BE,1385,2018,10.31,106.5,96.2,69.4,-0.016,11.11,111.5,100.4,3.05
54,St. John's 1,BE,1385,2014,13.1,108.5,95.4,66.6,-0.046,5.32,108.7,103.3,-3.04
103,St. John's 5,BE,1385,2013,6.38,100.4,94,66.3,0.058,7.33,106.5,99.2,-2.63
67,St. John's 6,BE,1385,2010,11.97,106.5,94.5,64.2,-0.032,9.38,108.5,99.1,-1.66
41,St. John's 6,BE,1385,2011,15.87,111.2,95.3,66,0.047,10.98,110,99,1.69
50,St. John's 9,BE,1385,2015,13.7,110.7,97,66.7,0.05,8.72,109,100.3,-1.5
106,Stanford,P10,1390,2010,6.75,106.5,99.7,66.3,-0.047,6.91,106.5,99.6,0.15
102,Stanford,P10,1390,2011,6.16,104.7,98.6,64,-0.044,4.44,105.2,100.8,-6.23
101,Stanford,P12,1390,2016,7.46,108,100.5,65.8,0.04,10.41,110.8,100.4,2.43
102,Stanford,P12,1390,2017,5.91,104.8,98.9,68.3,-0.008,8.53,110.2,101.6,6.04
34,Stanford 10,P12,1390,2014,16.06,112.4,96.4,65.3,0.016,9.42,110.2,100.7,2.34
39,Stanford 2,P12,1390,2015,14.72,113.6,98.9,65.2,0.006,6.86,108.2,101.4,0.79
40,Stanford 3,P12,1390,2012,14.36,106.7,92.4,67.2,-0.017,2.5,104.2,101.7,-4.51
87,Stanford 3,P12,1390,2018,8.37,107.7,99.3,70.9,0.016,6.29,109.1,102.8,3.46
48,Stanford 4,P12,1390,2013,14.18,109.9,95.7,66.7,-0.075,7.88,106.3,98.5,2.77
157,Stephen F. Austin,Slnd,1372,2010,1.47,103,101.5,58.7,0.043,-7.8,98.5,106.3,-7.74
209,Stephen F. Austin,Slnd,1372,2011,-4.26,96.6,100.9,59,-0.039,-9.22,98.7,107.9,-11.54
155,Stephen F. Austin,Slnd,1372,2012,1.29,97.3,96,58.6,-0.059,-6.16,98.2,104.4,-3.79
233,Stephen F. Austin,Slnd,1372,2017,-6.19,96.7,102.9,66.3,0.04,-5.65,102.1,107.7,1.84
70,Stephen F. Austin 12,Slnd,1372,2014,10.83,112.3,101.5,61.2,0.073,-7.12,102,109.2,-4.19
51,Stephen F. Austin 12,Slnd,1372,2015,13.64,113.9,100.3,65.4,0.02,-5.56,102.2,107.7,0.63
41,Stephen F. Austin 14,Slnd,1372,2016,15.62,112.2,96.6,67.3,0.007,-5.88,102.7,108.6,4.79
112,Stephen F. Austin 14,Slnd,1372,2018,5.58,104.5,99,71.1,0.031,-7.16,100.6,107.8,-2.26
70,Stephen F. Austin 5,Slnd,1372,2013,10.68,100.4,89.7,59.5,-0.021,-6.39,99.3,105.7,2.29
332,Stetson,ASun,1391,2010,-20.85,90.5,111.3,66,0.044,-2.62,100.6,103.2,5.94
300,Stetson,ASun,1391,2011,-12.94,96.8,109.7,65.1,0.007,-2.74,100.9,103.6,0.32
250,Stetson,ASun,1391,2012,-7.5,100.7,108.2,70.4,-0.01,0.75,104.3,103.5,4.19
234,Stetson,ASun,1391,2013,-5.95,101.2,107.2,67.3,0.016,-5.29,100.2,105.5,1.28
335,Stetson,ASun,1391,2014,-20.02,94.5,114.5,61.3,0.032,-5.38,102.7,108,-2.4
338,Stetson,ASun,1391,2015,-19.66,96.6,116.3,65.8,0.006,-6.52,101.8,108.4,-4.52
278,Stetson,ASun,1391,2016,-10.44,104,114.5,70.6,-0.046,-3.91,104.2,108.1,-0.29
319,Stetson,ASun,1391,2017,-14.45,100.9,115.4,72.4,-0.002,-5.23,102.8,108,-5.51
314,Stetson,ASun,1391,2018,-13.27,98.5,111.8,69.8,-0.041,-6.49,102.1,108.6,-4.23
233,Stony Brook,AE,1392,2011,-5.69,93.7,99.4,62.3,-0.037,-6.61,100.2,106.8,-4.63
169,Stony Brook,AE,1392,2014,0,105.4,105.4,64.4,0.015,-7.84,99.6,107.4,-2.03
130,Stony Brook,AE,1392,2015,3.35,102.8,99.5,64.1,0.019,-3.44,101.6,105,4.1
213,Stony Brook,AE,1392,2017,-4.1,101.8,105.9,65.9,0.05,-5.85,101.9,107.8,-3.28
223,Stony Brook,AE,1392,2018,-5.33,96.8,102.1,68.4,0.009,-2.17,104.2,106.4,1.11
94,Stony Brook 13,AE,1392,2016,8.13,107.3,99.1,67.2,0.049,-5.6,103.3,108.9,4.38
60,Stony Brook 7,AE,1392,2013,12.25,106.7,94.4,62.9,-0.034,-2.71,100.3,103,1.32
188,Stony Brook 8,AE,1392,2010,-1.12,102.3,103.4,65.1,0.052,-7.82,97.8,105.6,-7.89
142,Stony Brook 8,AE,1392,2012,2.6,103.5,100.9,61.4,0.02,-7.28,98.9,106.2,-2.21
53,Syracuse,ACC,1393,2015,12.78,107,94.2,65.8,-0.025,7.16,108.3,101.1,-1.73
3,Syracuse 1,BE,1393,2010,27.62,118.5,90.9,68.7,-0.008,8.62,108.5,99.8,-2.96
5,Syracuse 1,BE,1393,2012,26.04,117.7,91.7,64.4,0.06,7.98,107,99,-2.11
55,Syracuse 1,ACC,1393,2017,13.31,115.7,102.3,66.8,-0.048,7.2,108.3,101.1,-3.21
27,Syracuse 10,ACC,1393,2016,18.57,112.7,94.1,65,-0.027,10.21,110.9,100.7,-0.82
41,Syracuse 11,ACC,1393,2018,14.82,107,92.2,62.9,0.021,9.81,111.3,101.5,-0.2
13,Syracuse 3,BE,1393,2011,22.49,114.9,92.4,64.6,0.032,9.03,108.3,99.3,-2.31
18,Syracuse 3,ACC,1393,2014,21.62,114.6,93,59.6,0.016,7.23,109.4,102.2,-1.01
9,Syracuse 4,BE,1393,2013,24.83,113.1,88.3,63.1,-0.004,9.46,106.8,97.4,-4.44
181,TCU,MWC,1395,2010,-0.72,105.2,105.9,63.1,-0.001,4.86,105.1,100.2,-0.28
171,TCU,MWC,1395,2011,-0.54,102.4,102.9,65.9,-0.075,4.32,105.3,101,-3.55
161,TCU,MWC,1395,2012,0.76,106.3,105.6,67.9,0.085,3,103.7,100.7,-2.58
265,TCU,B12,1395,2013,-9.36,93.4,102.7,59.5,0.09,3.49,104.2,100.7,-10.81
212,TCU,B12,1395,2014,-4.34,99.4,103.7,63.8,0.007,10.02,110.9,100.9,-6.41
56,TCU,B12,1395,2015,12.25,108.8,96.6,63.6,-0.081,5.46,106.5,101,-15.2
136,TCU,B12,1395,2016,3.02,101.6,98.5,69.6,-0.031,10.16,110,99.8,-7.07
29,TCU 4,B12,1395,2017,17.51,114.5,97,67.1,-0.008,11.28,110.6,99.3,-3.16
24,TCU 6,B12,1395,2018,18.47,119.7,101.2,68.6,-0.067,9.67,110.7,101,-0.82
150,Temple,Amer,1396,2014,1.68,110.7,109.1,66.3,-0.078,7.08,108.4,101.3,2.4
118,Temple,Amer,1396,2017,3.93,108.3,104.3,67.1,0.015,3.27,105,101.8,0.71
66,Temple 1,Amer,1396,2015,11.1,105.3,94.2,65.4,0.065,2.21,104.8,102.6,0.89
86,Temple 10,Amer,1396,2016,8.82,107,98.1,65.9,0.095,6.33,107.8,101.5,3.7
21,Temple 5,A10,1396,2010,20.12,107.8,87.7,60.4,0.076,6.07,106.4,100.3,5.68
39,Temple 5,A10,1396,2012,14.49,113.3,98.9,65.9,0.055,6.1,106.5,100.4,6.2
86,Temple 5,Amer,1396,2018,8.38,108.3,100,67.6,0.028,8.53,108.9,100.3,9.11
34,Temple 7,A10,1396,2011,16.84,110.5,93.7,64.2,0.014,4.04,105.5,101.5,5.83
59,Temple 9,A10,1396,2013,12.67,111.3,98.6,65.6,0.038,5.48,105.7,100.2,0.82
90,Tennessee,SEC,1397,2015,7.24,109.5,102.3,60.4,0.03,8.26,108.1,99.9,0.49
103,Tennessee,SEC,1397,2016,7.31,111,103.7,68.8,-0.051,7.81,108.7,100.9,1.99
57,Tennessee,SEC,1397,2017,12.62,110.1,97.5,69.4,-0.053,11.2,109.3,98.1,6.58
334,Tennessee Martin,OVC,1404,2010,-21.2,90.2,111.4,69.8,-0.015,-2.3,101.6,103.9,3.87
297,Tennessee Martin,OVC,1404,2011,-12.6,97.5,110.1,68,-0.002,-4.7,100.7,105.5,-2.92
336,Tennessee Martin,OVC,1404,2012,-21.2,94.1,115.3,65.1,-0.012,-1.78,101.8,103.6,1.32
332,Tennessee Martin,OVC,1404,2013,-20.18,93.8,113.9,66.6,0.071,-4.79,100.9,105.7,-2.42
318,Tennessee Martin,OVC,1404,2014,-15.4,103.2,118.6,67.4,-0.065,-5.8,103.3,109.1,-3.45
148,Tennessee Martin,OVC,1404,2015,1.84,109.2,107.3,62,0.033,-2.12,103.2,105.3,-0.59
209,Tennessee Martin,OVC,1404,2016,-4.26,104.9,109.2,66.6,0.074,-4.38,103.1,107.4,-2.59
210,Tennessee Martin,OVC,1404,2017,-3.92,106.7,110.6,67.5,0.118,-4.47,102.9,107.3,-2.34
294,Tennessee Martin,OVC,1404,2018,-11.66,95.5,107.2,66.1,-0.019,-4.41,103.2,107.6,-2.8
258,Tennessee St.,OVC,1398,2010,-9.44,97.8,107.2,67.1,-0.009,-0.91,102.7,103.6,4.7
241,Tennessee St.,OVC,1398,2011,-6.71,102.1,108.8,64.1,0.022,-3.82,100.7,104.5,2.92
168,Tennessee St.,OVC,1398,2012,0.12,101.1,101,65.3,0.087,-1.7,102.3,104,2.81
165,Tennessee St.,OVC,1398,2013,0.18,104.9,104.7,66.7,0.038,-0.17,103.6,103.8,3.92
288,Tennessee St.,OVC,1398,2014,-11.71,101.9,113.6,63.2,-0.05,-1.3,105.3,106.6,4.89
334,Tennessee St.,OVC,1398,2015,-18.9,89.5,108.4,63.5,-0.045,-1.39,103.5,104.9,2.06
164,Tennessee St.,OVC,1398,2016,-0.11,101.5,101.6,68.1,-0.003,-5.51,103.6,109.1,-5.43
160,Tennessee St.,OVC,1398,2017,0.59,100.3,99.7,67,-0.016,-2.29,104.6,106.9,3.55
198,Tennessee St.,OVC,1398,2018,-3.27,97.5,100.8,65.6,0.016,-2.98,103.5,106.5,4.02
256,Tennessee Tech,OVC,1399,2010,-9.08,104.7,113.8,66.6,0.098,-2.48,101.9,104.4,3.21
210,Tennessee Tech,OVC,1399,2011,-4.36,100.9,105.2,69.8,0.058,-5.75,100.1,105.9,-7.36
187,Tennessee Tech,OVC,1399,2012,-2.07,103.4,105.4,67.8,0.067,-2.21,102.6,104.8,0
271,Tennessee Tech,OVC,1399,2013,-10.15,97.1,107.3,64.2,0.038,-2.85,102,104.8,-2.84
268,Tennessee Tech,OVC,1399,2014,-8.28,100.2,108.5,66.2,0.092,-4.9,103.9,108.8,-2.84
247,Tennessee Tech,OVC,1399,2015,-6.88,104.2,111.1,66.2,-0.052,-3.3,102.7,106,-1.43
196,Tennessee Tech,OVC,1399,2016,-3.14,108.5,111.6,69.2,0.077,-3.52,103,106.5,-2.38
257,Tennessee Tech,OVC,1399,2017,-8.03,98.9,107,68.3,-0.058,-3.33,103.5,106.9,-2.6
219,Tennessee Tech,OVC,1399,2018,-5.06,98.5,103.5,70.9,0.118,-2.81,104.1,106.9,-0.53
63,Tennessee 1,SEC,1397,2012,11.38,106.5,95.1,64.4,-0.04,6.23,106.9,100.7,-0.31
10,Tennessee 11,SEC,1397,2014,23.69,117.9,94.2,61.6,-0.099,8.12,108.9,100.8,1.46
73,Tennessee 2,SEC,1397,2013,10.47,109.1,98.6,62.4,0.006,5.64,104.3,98.7,2.03
13,Tennessee 3,SEC,1397,2018,22.27,114.6,92.4,66,0.019,11.01,111.2,100.2,7.1
30,Tennessee 6,SEC,1397,2010,18.5,108.9,90.4,67.5,0.082,8.67,107.4,98.7,-0.48
62,Tennessee 9,SEC,1397,2011,12.41,108,95.6,66.1,-0.013,9.07,108.6,99.6,6.45
94,Texas,B12,1400,2013,7.02,102.5,95.5,64.7,-0.023,6.19,105.3,99.1,-1.35
70,Texas,B12,1400,2017,10.51,104.2,93.7,67.6,-0.105,13.92,112.8,98.9,1.81
122,Texas A&M,B12,1401,2012,5.07,101.4,96.4,61.4,-0.05,6.92,106.4,99.4,-10.59
95,Texas A&M,SEC,1401,2013,6.83,105.2,98.4,59.8,-0.013,3.92,103.8,99.8,-4.04
110,Texas A&M,SEC,1401,2014,5.41,101.4,95.9,61.8,-0.013,2.04,105.5,103.5,-10.94
64,Texas A&M,SEC,1401,2017,11.49,108.7,97.3,64.5,-0.042,7.97,109.4,101.5,-1.94
171,Texas A&M Corpus Chris,Slnd,1394,2010,-0.09,99.4,99.5,64.7,-0.035,-2.37,101.3,103.7,6.29
316,Texas A&M Corpus Chris,Slnd,1394,2011,-16.12,92.9,109.1,64.5,0.043,-2.74,101.5,104.3,5.68
306,Texas A&M Corpus Chris,Slnd,1394,2012,-14.94,89.9,104.8,64.8,0.026,-2.65,100.7,103.4,1.26
315,Texas A&M Corpus Chris,Slnd,1394,2013,-14.88,96.1,111,60.8,-0.04,-3.23,101,104.3,6.09
230,Texas A&M Corpus Chris,Slnd,1394,2014,-5.47,105.2,110.6,60.5,0.016,-8.48,102.1,110.6,-3.28
